th_lat,th_long,pH_H2O,N,P,K
46.98782,14.69238,4.32,5.8,13.3,145.7
46.98782,14.69238,4.32,5.8,13.3,145.7
46.98782,14.69238,4.32,5.8,13.3,145.7
46.84296,14.70574,3.7,8.8,38.5,185.7
46.84296,14.70574,3.7,8.8,38.5,185.7
46.94845,14.7678,4.22,8.7,42.1,214.7
46.94845,14.7678,4.22,8.7,42.1,214.7
46.96525,14.79564,7.29,1.6,14.4,84
46.96525,14.79564,7.29,1.6,14.4,84
46.96525,14.79564,7.29,1.6,14.4,84
46.85631,14.81199,7.17,2.2,331.1,704.5
46.85631,14.81199,7.17,2.2,331.1,704.5
46.85631,14.81199,7.17,2.2,331.1,704.5
46.85631,14.81199,7.17,2.2,331.1,704.5
46.98205,14.8235,5.64,2.3,< LOD,128.6
46.98205,14.8235,5.64,2.3,< LOD,128.6
46.98205,14.8235,5.64,2.3,< LOD,128.6
47.01797,14.82681,4.53,5.3,24.5,136.2
47.01797,14.82681,4.53,5.3,24.5,136.2
46.77854,14.93604,4.31,9.5,36.2,193.8
46.77854,14.93604,4.31,9.5,36.2,193.8
46.9402,14.95121,4.67,4.7,20.3,259.8
46.9402,14.95121,4.67,4.7,20.3,259.8
46.75938,14.96047,4.18,6.1,28.1,153.2
46.68633,14.97981,4.61,46.5,11.9,57.8
46.68633,14.97981,4.61,46.5,11.9,57.8
46.68633,14.97981,4.61,46.5,11.9,57.8
46.84798,14.99507,5.06,5.5,17.5,98.5
46.84798,14.99507,5.06,5.5,17.5,98.5
46.84798,14.99507,5.06,5.5,17.5,98.5
46.66716,15.00419,4.58,8.6,39.4,137.4
46.66716,15.00419,4.58,8.6,39.4,137.4
46.91861,15.02808,3.97,5.5,24.8,141.8
46.91861,15.02808,3.97,5.5,24.8,141.8
46.91861,15.02808,3.97,5.5,24.8,141.8
46.66472,15.05631,4.34,6.2,25.8,132.9
46.66472,15.05631,4.34,6.2,25.8,132.9
47.38606,13.72064,4.07,8.1,30.7,143.3
47.38606,13.72064,4.07,8.1,30.7,143.3
47.40313,13.74838,6.07,3.9,16,48.8
47.40313,13.74838,6.07,3.9,16,48.8
47.40313,13.74838,6.07,3.9,16,48.8
47.5801,13.84105,6.66,5.1,32.4,317.9
47.5801,13.84105,6.66,5.1,32.4,317.9
47.5801,13.84105,6.66,5.1,32.4,317.9
47.5801,13.84105,6.66,5.1,32.4,317.9
47.65011,13.89956,5.27,5.9,10.9,129.5
47.65011,13.89956,5.27,5.9,10.9,129.5
47.65011,13.89956,5.27,5.9,10.9,129.5
47.46849,13.93897,7.19,5.7,11.1,64.9
47.46849,13.93897,7.19,5.7,11.1,64.9
47.46849,13.93897,7.19,5.7,11.1,64.9
47.46849,13.93897,7.19,5.7,11.1,64.9
47.17995,13.94358,4.46,3.9,16.8,109.2
47.17995,13.94358,4.46,3.9,16.8,109.2
47.17995,13.94358,4.46,3.9,16.8,109.2
47.59235,14.00166,5.93,18.9,65.5,391.4
47.44761,14.01702,3.97,9.4,124.5,140.8
46.97933,14.00742,4.64,6.2,23.4,240.8
46.97933,14.00742,4.64,6.2,23.4,240.8
46.97933,14.00742,4.64,6.2,23.4,240.8
47.57144,14.07987,4.07,11.7,73.9,238.2
47.57144,14.07987,4.07,11.7,73.9,238.2
47.57144,14.07987,4.07,11.7,73.9,238.2
47.17508,14.07524,4.29,6,31.6,135.5
47.17508,14.07524,4.29,6,31.6,135.5
47.226,14.15852,4.11,18.5,36.8,372
47.226,14.15852,4.11,18.5,36.8,372
47.20702,14.18343,6.64,3.5,15.4,94.7
47.20702,14.18343,6.64,3.5,15.4,94.7
47.20702,14.18343,6.64,3.5,15.4,94.7
47.09817,14.2011,5.65,1.9,< LOD,109
47.09817,14.2011,5.65,1.9,< LOD,109
47.22397,14.21123,7.03,8.4,18.8,140.2
47.22397,14.21123,7.03,8.4,18.8,140.2
47.22397,14.21123,7.03,8.4,18.8,140.2
47.07918,14.22594,5.0,4.8,88.6,223.1
47.07918,14.22594,5.0,4.8,88.6,223.1
47.16903,14.23321,6.64,3.9,10.4,62.4
47.16903,14.23321,6.64,3.9,10.4,62.4
47.16903,14.23321,6.64,3.9,10.4,62.4
47.16903,14.23321,6.64,3.9,10.4,62.4
47.24091,14.23904,3.85,12.7,18.8,282.8
47.24091,14.23904,3.85,12.7,18.8,282.8
47.24091,14.23904,3.85,12.7,18.8,282.8
47.18597,14.261,4.93,1.9,< LOD,49.3
47.18597,14.261,4.93,1.9,< LOD,49.3
47.18597,14.261,4.93,1.9,< LOD,49.3
47.25785,14.26687,4.89,9.3,58.5,217.3
47.25785,14.26687,4.89,9.3,58.5,217.3
47.34769,14.27425,4.83,7.7,35.5,160.2
47.34769,14.27425,4.83,7.7,35.5,160.2
47.34769,14.27425,4.83,7.7,35.5,160.2
47.41956,14.28018,4.31,17.2,117.8,434.6
47.41956,14.28018,4.31,17.2,117.8,434.6
47.56225,14.31861,4.33,11.6,33.3,81.6
47.56225,14.31861,4.33,11.6,33.3,81.6
47.56225,14.31861,4.33,11.6,33.3,81.6
47.56225,14.31861,4.33,11.6,33.3,81.6
47.50624,14.3671,4.09,8.9,45.7,289.4
47.50624,14.3671,4.09,8.9,45.7,289.4
47.09194,14.35882,4.41,4.1,27.3,152.8
47.09194,14.35882,4.41,4.1,27.3,152.8
47.09194,14.35882,4.41,4.1,27.3,152.8
47.09194,14.35882,4.41,4.1,27.3,152.8
47.52314,14.39512,6.09,6.2,31.5,133.5
47.52314,14.39512,6.09,6.2,31.5,133.5
47.52314,14.39512,6.09,6.2,31.5,133.5
47.52314,14.39512,6.09,6.2,31.5,133.5
47.25152,14.42507,4.54,7.1,30.8,165.3
47.25152,14.42507,4.54,7.1,30.8,165.3
47.25152,14.42507,4.54,7.1,30.8,165.3
47.52099,14.44812,4.18,6.9,20.2,115.1
47.52099,14.44812,4.18,6.9,20.2,115.1
47.10562,14.46548,4.71,7.1,39.6,215.9
47.10562,14.46548,4.71,7.1,39.6,215.9
47.10562,14.46548,4.71,7.1,39.6,215.9
47.32121,14.48398,5.19,3.9,12.4,145.2
47.32121,14.48398,5.19,3.9,12.4,145.2
47.03266,14.48561,6.98,3.9,27.9,166.8
47.03266,14.48561,6.98,3.9,27.9,166.8
47.03266,14.48561,6.98,3.9,27.9,166.8
47.49976,14.52604,4.81,4.3,27.9,83.9
47.49976,14.52604,4.81,4.3,27.9,83.9
47.49976,14.52604,4.81,4.3,27.9,83.9
47.49976,14.52604,4.81,4.3,27.9,83.9
47.4268,14.54621,4.34,7.3,23.2,144.5
47.4268,14.54621,4.34,7.3,23.2,144.5
47.64235,14.56523,4.28,11.6,23,184.3
47.64235,14.56523,4.28,11.6,23,184.3
47.64235,14.56523,4.28,11.6,23,184.3
47.64235,14.56523,4.28,11.6,23,184.3
47.15624,14.54903,4.35,7.7,54,156.7
47.15624,14.54903,4.35,7.7,54,156.7
47.29884,14.58798,5.29,5,58.2,263.1
47.29884,14.58798,5.29,5,58.2,263.1
47.29884,14.58798,5.29,5,58.2,263.1
47.08216,14.59534,4.6,2.6,18.7,96.9
47.08216,14.59534,4.6,2.6,18.7,96.9
47.52782,14.7147,7.27,2.7,< LOD,27.3
47.52782,14.7147,7.27,2.7,< LOD,27.3
47.52782,14.7147,7.27,2.7,< LOD,27.3
47.52782,14.7147,7.27,2.7,< LOD,27.3
47.22135,14.71338,5.61,3.6,18.3,147.8
47.22135,14.71338,5.61,3.6,18.3,147.8
47.22135,14.71338,5.61,3.6,18.3,147.8
47.22135,14.71338,5.61,3.6,18.3,147.8
47.23584,14.79405,4.46,3.5,20.9,127.8
47.23584,14.79405,4.46,3.5,20.9,127.8
47.23584,14.79405,4.46,3.5,20.9,127.8
47.23584,14.79405,4.46,3.5,20.9,127.8
47.39748,14.80899,5.04,3.5,12.9,58.6
47.39748,14.80899,5.04,3.5,12.9,58.6
47.39748,14.80899,5.04,3.5,12.9,58.6
47.39748,14.80899,5.04,3.5,12.9,58.6
47.25264,14.82206,3.9,7.6,33.4,152.8
47.25264,14.82206,3.9,7.6,33.4,152.8
47.25264,14.82206,3.9,7.6,33.4,152.8
47.25264,14.82206,3.9,7.6,33.4,152.8
47.53878,14.87537,4.83,4.8,11.3,95.8
47.53878,14.87537,4.83,4.8,11.3,95.8
47.53878,14.87537,4.83,4.8,11.3,95.8
47.53878,14.87537,4.83,4.8,11.3,95.8
47.03239,14.9072,4.49,9.6,44.9,293.5
47.03239,14.9072,4.49,9.6,44.9,293.5
47.22994,14.92578,4.63,3.8,19.5,93.6
47.22994,14.92578,4.63,3.8,19.5,93.6
47.22994,14.92578,4.63,3.8,19.5,93.6
47.22994,14.92578,4.63,3.8,19.5,93.6
47.39156,14.94113,4.72,3.4,11.7,50.6
47.39156,14.94113,4.72,3.4,11.7,50.6
47.39156,14.94113,4.72,3.4,11.7,50.6
47.39156,14.94113,4.72,3.4,11.7,50.6
47.08508,14.93852,6.9,6.7,< LOD,77.3
47.08508,14.93852,6.9,6.7,< LOD,77.3
47.13895,14.94361,4.17,11.2,58,200.9
47.26345,14.9819,4.81,3.5,36.3,156.9
47.15206,15.05053,6.25,6.5,35.3,580.1
47.15206,15.05053,6.25,6.5,35.3,580.1
47.15206,15.05053,6.25,6.5,35.3,580.1
47.15206,15.05053,6.25,6.5,35.3,580.1
47.63681,15.09798,3.63,11.8,< LOD,118.3
47.63681,15.09798,3.63,11.8,< LOD,118.3
47.63681,15.09798,3.63,11.8,< LOD,118.3
47.45605,15.10673,3.66,13.3,53.8,175.5
47.45605,15.10673,3.66,13.3,53.8,175.5
46.97003,15.08566,3.91,5.3,16.6,102
46.97003,15.08566,3.91,5.3,16.6,102
46.97003,15.08566,3.91,5.3,16.6,102
47.47276,15.13496,4.95,3.2,13.8,57.7
47.47276,15.13496,4.95,3.2,13.8,57.7
47.47276,15.13496,4.95,3.2,13.8,57.7
47.47276,15.13496,4.95,3.2,13.8,57.7
46.94959,15.13632,4.23,5.9,30.9,148.3
46.94959,15.13632,4.23,5.9,30.9,148.3
47.27278,15.16817,4.2,9.3,39.9,127.1
47.27278,15.16817,4.2,9.3,39.9,127.1
47.34459,15.17532,5.36,4,26.8,192.6
47.34459,15.17532,5.36,4,26.8,192.6
47.5241,15.1933,7.09,6.7,14.3,68.5
47.5241,15.1933,7.09,6.7,14.3,68.5
47.5241,15.1933,7.09,6.7,14.3,68.5
47.5241,15.1933,7.09,6.7,14.3,68.5
46.983,15.19227,5.12,2.9,29.7,70.5
46.983,15.19227,5.12,2.9,29.7,70.5
46.983,15.19227,5.12,2.9,29.7,70.5
46.983,15.19227,5.12,2.9,29.7,70.5
47.19718,15.24002,7.52,3.9,< LOD,45.7
47.19718,15.24002,7.52,3.9,< LOD,45.7
47.19718,15.24002,7.52,3.9,< LOD,45.7
47.19718,15.24002,7.52,3.9,< LOD,45.7
47.01637,15.24829,5.8,2.3,26.4,278.1
47.01637,15.24829,5.8,2.3,26.4,278.1
47.01637,15.24829,5.8,2.3,26.4,278.1
47.01637,15.24829,5.8,2.3,26.4,278.1
47.64463,15.31217,4.0,4.6,24.4,74.6
47.64463,15.31217,4.0,4.6,24.4,74.6
46.87146,15.26012,5.71,4.2,11.6,249.6
46.87146,15.26012,5.71,4.2,11.6,249.6
46.87146,15.26012,5.71,4.2,11.6,249.6
46.87146,15.26012,5.71,4.2,11.6,249.6
47.06896,15.27994,5.44,3.6,13.7,86.1
47.06896,15.27994,5.44,3.6,13.7,86.1
47.06896,15.27994,5.44,3.6,13.7,86.1
47.06896,15.27994,5.44,3.6,13.7,86.1
46.72654,15.2719,5.03,2.5,12.4,353.9
46.72654,15.2719,5.03,2.5,12.4,353.9
46.72654,15.2719,5.03,2.5,12.4,353.9
46.72654,15.2719,5.03,2.5,12.4,353.9
47.64204,15.36526,3.85,6.7,34.2,111
46.68934,15.2944,4.33,5.2,< LOD,141.3
46.68934,15.2944,4.33,5.2,< LOD,141.3
46.68934,15.2944,4.33,5.2,< LOD,141.3
46.68934,15.2944,4.33,5.2,< LOD,141.3
47.06508,15.3587,4.05,3.2,19.9,97.3
47.06508,15.3587,4.05,3.2,19.9,97.3
47.06508,15.3587,4.05,3.2,19.9,97.3
47.06508,15.3587,4.05,3.2,19.9,97.3
47.225327368,15.401640255,6.69,6.9,119.2,203.4
47.22533,15.40164,6.69,6.9,119.2,203.4
47.22533,15.40164,6.69,6.9,119.2,203.4
47.62015,15.44299,4.49,7,36.3,117.4
47.62015,15.44299,4.49,7,36.3,117.4
47.62015,15.44299,4.49,7,36.3,117.4
47.62015,15.44299,4.49,7,36.3,117.4
47.22401,15.42797,4.01,9.3,29,159.7
47.22401,15.42797,4.01,9.3,29,159.7
47.22401,15.42797,4.01,9.3,29,159.7
47.22401,15.42797,4.01,9.3,29,159.7
47.67266,15.47525,7.31,6.2,< LOD,61.6
47.67266,15.47525,7.31,6.2,< LOD,61.6
47.67266,15.47525,7.31,6.2,< LOD,61.6
47.67266,15.47525,7.31,6.2,< LOD,61.6
47.36627,15.46939,6.74,5.1,11,76.2
47.36627,15.46939,6.74,5.1,11,76.2
46.7008,15.42656,4.45,3.3,< LOD,88
46.7008,15.42656,4.45,3.3,< LOD,88
46.7008,15.42656,4.45,3.3,< LOD,88
46.7008,15.42656,4.45,3.3,< LOD,88
47.27387,15.51266,7.03,3,12,153.9
47.27387,15.51266,7.03,3,12,153.9
47.27387,15.51266,7.03,3,12,153.9
47.27387,15.51266,7.03,3,12,153.9
47.29047,15.54092,4.27,4.8,16.3,58.6
47.29047,15.54092,4.27,4.8,16.3,58.6
47.29047,15.54092,4.27,4.8,16.3,58.6
47.29047,15.54092,4.27,4.8,16.3,58.6
47.41609,15.55435,3.88,5.6,36,91.9
47.41609,15.55435,3.88,5.6,36,91.9
47.41609,15.55435,3.88,5.6,36,91.9
47.30707,15.56921,5.1,8.5,36.2,231
47.30707,15.56921,5.1,8.5,36.2,231
46.91089,15.55346,6.58,1.5,18.6,123.4
46.91089,15.55346,6.58,1.5,18.6,123.4
46.91089,15.55346,6.58,1.5,18.6,123.4
46.91089,15.55346,6.58,1.5,18.6,123.4
47.03653,15.56677,6.75,2.8,30.8,213.3
47.03653,15.56677,6.75,2.8,30.8,213.3
47.03653,15.56677,6.75,2.8,30.8,213.3
47.03653,15.56677,6.75,2.8,30.8,213.3
47.28777,15.59364,5.96,3.6,10.7,31.5
47.28777,15.59364,5.96,3.6,10.7,31.5
46.69414,15.5569,5.04,3.2,< LOD,148.5
46.69414,15.5569,5.04,3.2,< LOD,148.5
46.69414,15.5569,5.04,3.2,< LOD,148.5
46.69414,15.5569,5.04,3.2,< LOD,148.5
47.19669,15.61032,5.47,1.6,< LOD,51.8
47.19669,15.61032,5.47,1.6,< LOD,51.8
47.19669,15.61032,5.47,1.6,< LOD,51.8
47.19669,15.61032,5.47,1.6,< LOD,51.8
47.37612,15.62972,5.76,5.5,30.5,151.7
47.37612,15.62972,5.76,5.5,30.5,151.7
47.37612,15.62972,5.76,5.5,30.5,151.7
47.37612,15.62972,5.76,5.5,30.5,151.7
47.59142,15.65323,5.89,5.3,31.1,140.2
47.59142,15.65323,5.89,5.3,31.1,140.2
47.59142,15.65323,5.89,5.3,31.1,140.2
47.59142,15.65323,5.89,5.3,31.1,140.2
47.68112,15.6631,3.81,7.9,16.5,63.4
47.68112,15.6631,3.81,7.9,16.5,63.4
47.5721,15.67777,6.89,13.2,19.9,145.4
47.5721,15.67777,6.89,13.2,19.9,145.4
47.64386,15.68569,4.69,14.6,35.2,269
47.64386,15.68569,4.69,14.6,35.2,269
47.26572,15.67076,6.34,3.5,33.4,106.7
47.26572,15.67076,6.34,3.5,33.4,106.7
47.26572,15.67076,6.34,3.5,33.4,106.7
47.26572,15.67076,6.34,3.5,33.4,106.7
47.30023,15.70104,5.58,3.7,20,75
47.30023,15.70104,5.58,3.7,20,75
47.30023,15.70104,5.58,3.7,20,75
47.30023,15.70104,5.58,3.7,20,75
47.35405,15.70695,3.82,8.3,31.5,81.7
47.35405,15.70695,3.82,8.3,31.5,81.7
47.35405,15.70695,3.82,8.3,31.5,81.7
47.35405,15.70695,3.82,8.3,31.5,81.7
47.60521,15.73476,7.01,3,< LOD,33.3
47.60521,15.73476,7.01,3,< LOD,33.3
47.60521,15.73476,7.01,3,< LOD,33.3
47.60521,15.73476,7.01,3,< LOD,33.3
47.58587,15.75927,3.64,11.9,46.7,317.9
47.58587,15.75927,3.64,11.9,46.7,317.9
47.58587,15.75927,3.64,11.9,46.7,317.9
46.81296,15.70075,6.31,1.5,19.5,185.9
46.81296,15.70075,6.31,1.5,19.5,185.9
46.81296,15.70075,6.31,1.5,19.5,185.9
46.81296,15.70075,6.31,1.5,19.5,185.9
46.93859,15.71437,6.5,3.1,20.9,158.2
46.93859,15.71437,6.5,3.1,20.9,158.2
46.93859,15.71437,6.5,3.1,20.9,158.2
46.93859,15.71437,6.5,3.1,20.9,158.2
47.22568,15.74583,6.4,3.8,34.4,131
47.22568,15.74583,6.4,3.8,34.4,131
47.22568,15.74583,6.4,3.8,34.4,131
47.22568,15.74583,6.4,3.8,34.4,131
47.31539,15.75575,4.02,5.3,18.4,128.5
47.31539,15.75575,4.02,5.3,18.4,128.5
47.35127,15.75973,4.07,5.9,34.7,90.9
47.35127,15.75973,4.07,5.9,34.7,90.9
47.35127,15.75973,4.07,5.9,34.7,90.9
47.35127,15.75973,4.07,5.9,34.7,90.9
47.54859,15.78175,4.56,6.2,35.1,167.6
47.54859,15.78175,4.56,6.2,35.1,167.6
46.75774,15.72103,6.37,2.3,< LOD,93.8
46.75774,15.72103,6.37,2.3,< LOD,93.8
46.75774,15.72103,6.37,2.3,< LOD,93.8
46.75774,15.72103,6.37,2.3,< LOD,93.8
47.52925,15.80622,7.27,7.7,24.1,113.2
47.52925,15.80622,7.27,7.7,24.1,113.2
47.52925,15.80622,7.27,7.7,24.1,113.2
47.25735,15.82881,5.94,3.3,18.9,137.9
47.25735,15.82881,5.94,3.3,18.9,137.9
47.25735,15.82881,5.94,3.3,18.9,137.9
47.25735,15.82881,5.94,3.3,18.9,137.9
47.41879,15.84698,6.33,3,11.6,68.2
47.41879,15.84698,6.33,3,11.6,68.2
47.41879,15.84698,6.33,3,11.6,68.2
47.41879,15.84698,6.33,3,11.6,68.2
46.96888,15.82307,6.45,2,99,239.8
46.96888,15.82307,6.45,2,99,239.8
46.96888,15.82307,6.45,2,99,239.8
46.96888,15.82307,6.45,2,99,239.8
47.09447,15.83705,7.17,2.5,25.9,89.1
47.09447,15.83705,7.17,2.5,25.9,89.1
47.09447,15.83705,7.17,2.5,25.9,89.1
47.09447,15.83705,7.17,2.5,25.9,89.1
47.29181,15.85919,6.94,3.6,14.2,52.2
47.29181,15.85919,6.94,3.6,14.2,52.2
47.29181,15.85919,6.94,3.6,14.2,52.2
47.29181,15.85919,6.94,3.6,14.2,52.2
47.50705,15.8836,4.2,10.7,39,207.6
47.50705,15.8836,4.2,10.7,39,207.6
46.82392,15.83332,7.47,2.8,45.9,170.1
46.82392,15.83332,7.47,2.8,45.9,170.1
46.82392,15.83332,7.47,2.8,45.9,170.1
46.82392,15.83332,7.47,2.8,45.9,170.1
47.23656,15.87946,6.14,1.9,57.4,340.9
47.23656,15.87946,6.14,1.9,57.4,340.9
47.23656,15.87946,6.14,1.9,57.4,340.9
47.23656,15.87946,6.14,1.9,57.4,340.9
46.76867,15.85346,6.6,2.9,65.5,238
46.76867,15.85346,6.6,2.9,65.5,238
46.76867,15.85346,6.6,2.9,65.5,238
46.76867,15.85346,6.6,2.9,65.5,238
47.16338,15.89766,4.22,3.7,12.1,75.4
47.16338,15.89766,4.22,3.7,12.1,75.4
47.16338,15.89766,4.22,3.7,12.1,75.4
47.16338,15.89766,4.22,3.7,12.1,75.4
47.05431,15.91175,6.32,2.5,25,158.6
47.05431,15.91175,6.32,2.5,25,158.6
47.05431,15.91175,6.32,2.5,25,158.6
47.05431,15.91175,6.32,2.5,25,158.6
47.37719,15.94852,5.37,4.6,14.2,124.9
47.37719,15.94852,5.37,4.6,14.2,124.9
47.37719,15.94852,5.37,4.6,14.2,124.9
47.37719,15.94852,5.37,4.6,14.2,124.9
47.44893,15.95677,4.23,3.9,28,93.5
47.44893,15.95677,4.23,3.9,28,93.5
47.44893,15.95677,4.23,3.9,28,93.5
47.44893,15.95677,4.23,3.9,28,93.5
47.23225,15.95843,5.11,3.5,50.7,203.1
47.23225,15.95843,5.11,3.5,50.7,203.1
47.23225,15.95843,5.11,3.5,50.7,203.1
46.7285,15.92771,6.47,2.5,32.6,84
46.7285,15.92771,6.47,2.5,32.6,84
46.7285,15.92771,6.47,2.5,32.6,84
46.7285,15.92771,6.47,2.5,32.6,84
46.88997,15.9459,4.89,2.1,13.9,185.8
46.88997,15.9459,4.89,2.1,13.9,185.8
46.88997,15.9459,4.89,2.1,13.9,185.8
46.88997,15.9459,4.89,2.1,13.9,185.8
47.01555,15.96014,4.52,2.2,< LOD,82.6
47.01555,15.96014,4.52,2.2,< LOD,82.6
47.01555,15.96014,4.52,2.2,< LOD,82.6
47.01555,15.96014,4.52,2.2,< LOD,82.6
47.33842,15.99716,6.75,2.5,12.8,141.9
47.33842,15.99716,6.75,2.5,12.8,141.9
47.33842,15.99716,6.75,2.5,12.8,141.9
47.49982,16.0159,4.49,4.6,12.5,91.4
47.49982,16.0159,4.49,4.6,12.5,91.4
47.49982,16.0159,4.49,4.6,12.5,91.4
47.49982,16.0159,4.49,4.6,12.5,91.4
46.94235,15.97817,7.63,0.5,10.8,144.7
46.94235,15.97817,7.63,0.5,10.8,144.7
46.94235,15.97817,7.63,0.5,10.8,144.7
46.94235,15.97817,7.63,0.5,10.8,144.7
47.12027,16.02495,6.74,2,55.3,258.3
47.12027,16.02495,6.74,2,55.3,258.3
47.12027,16.02495,6.74,2,55.3,258.3
47.12027,16.02495,6.74,2,55.3,258.3
47.20848,16.06163,4.4,2.9,17.5,97.1
47.20848,16.06163,4.4,2.9,17.5,97.1
47.20848,16.06163,4.4,2.9,17.5,97.1
47.20848,16.06163,4.4,2.9,17.5,97.1
47.06205,16.09746,5.72,1.8,61.4,79.5
47.06205,16.09746,5.72,1.8,61.4,79.5
47.06205,16.09746,5.72,1.8,61.4,79.5
47.06205,16.09746,5.72,1.8,61.4,79.5
47.13379,16.10583,5.36,3,18.6,91
47.13379,16.10583,5.36,3,18.6,91
47.13379,16.10583,5.36,3,18.6,91
47.13379,16.10583,5.36,3,18.6,91
39.37538,-8.707174,7.36,1.4,< LOD,201.1
39.37538,-8.707174,7.36,1.4,< LOD,201.1
39.37538,-8.707174,7.36,1.4,< LOD,201.1
39.37538,-8.707174,7.36,1.4,< LOD,201.1
37.99371,-8.104139,7.92,0.9,22.5,303.2
37.99371,-8.104139,7.92,0.9,22.5,303.2
37.99371,-8.104139,7.92,0.9,22.5,303.2
37.99371,-8.104139,7.92,0.9,22.5,303.2
37.97982,-7.983712,6.9,0.7,52.7,140
37.97982,-7.983712,6.9,0.7,52.7,140
37.97982,-7.983712,6.9,0.7,52.7,140
37.97982,-7.983712,6.9,0.7,52.7,140
41.25215,-8.468973,4.21,2.8,< LOD,24.4
41.25215,-8.468973,4.21,2.8,< LOD,24.4
41.60096,-7.983146,5.06,2.9,< LOD,34
41.60096,-7.983146,5.06,2.9,< LOD,34
40.96569,-7.72223,4.68,2.3,26.5,35.8
40.96569,-7.72223,4.68,2.3,26.5,35.8
40.96569,-7.72223,4.68,2.3,26.5,35.8
40.96569,-7.72223,4.68,2.3,26.5,35.8
41.44658,-7.715523,4.81,2.4,< LOD,37.4
41.44658,-7.715523,4.81,2.4,< LOD,37.4
41.44658,-7.715523,4.81,2.4,< LOD,37.4
41.44658,-7.715523,4.81,2.4,< LOD,37.4
38.68398,-6.76523,5.97,1,< LOD,177.4
38.68398,-6.76523,5.97,1,< LOD,177.4
38.68398,-6.76523,5.97,1,< LOD,177.4
38.68398,-6.76523,5.97,1,< LOD,177.4
38.68398,-6.76523,5.97,1,< LOD,177.4
39.630070692,-6.941258418,5.85,1.8,< LOD,87.1
39.63007,-6.941258,5.85,1.8,< LOD,87.1
39.63007,-6.941258,5.85,1.8,< LOD,87.1
39.63007,-6.941258,5.85,1.8,< LOD,87.1
39.63007,-6.941258,5.85,1.8,< LOD,87.1
48.10715,13.12825,3.83,4,57.5,60.4
48.10715,13.12825,3.83,4,57.5,60.4
48.10715,13.12825,3.83,4,57.5,60.4
48.10715,13.12825,3.83,4,57.5,60.4
48.26894,13.13825,7.45,2,40,174.9
48.26894,13.13825,7.45,2,40,174.9
48.26894,13.13825,7.45,2,40,174.9
48.08686,13.20758,4.01,16.4,75.6,272.6
48.08686,13.20758,4.01,16.4,75.6,272.6
48.08686,13.20758,4.01,16.4,75.6,272.6
48.08686,13.20758,4.01,16.4,75.6,272.6
48.26504,13.27279,6.98,1.9,82.9,134.5
48.26504,13.27279,6.98,1.9,82.9,134.5
48.26504,13.27279,6.98,1.9,82.9,134.5
48.26504,13.27279,6.98,1.9,82.9,134.5
47.83202,13.2985,5.01,4.3,10.5,86.3
47.83202,13.2985,5.01,4.3,10.5,86.3
47.83202,13.2985,5.01,4.3,10.5,86.3
47.83202,13.2985,5.01,4.3,10.5,86.3
48.15559,13.31952,3.85,10.6,44.4,90
48.15559,13.31952,3.85,10.6,44.4,90
48.15559,13.31952,3.85,10.6,44.4,90
48.15559,13.31952,3.85,10.6,44.4,90
48.08288,13.34163,3.78,8.1,48.4,117.1
48.08288,13.34163,3.78,8.1,48.4,117.1
48.08288,13.34163,3.78,8.1,48.4,117.1
48.08288,13.34163,3.78,8.1,48.4,117.1
48.13598,13.37201,5.79,4.9,17.9,139.7
48.13598,13.37201,5.79,4.9,17.9,139.7
48.13598,13.37201,5.79,4.9,17.9,139.7
48.13598,13.37201,5.79,4.9,17.9,139.7
47.84756,13.37972,5.26,3.4,10,146.3
47.84756,13.37972,5.26,3.4,10,146.3
47.84756,13.37972,5.26,3.4,10,146.3
48.20622,13.43055,5.57,1.6,57.1,146.1
48.20622,13.43055,5.57,1.6,57.1,146.1
48.20622,13.43055,5.57,1.6,57.1,146.1
48.20622,13.43055,5.57,1.6,57.1,146.1
47.89982,13.43671,6.72,21.7,71.3,694.9
48.50918,13.53251,4.0,12.9,33,140.4
48.50918,13.53251,4.0,12.9,33,140.4
48.50918,13.53251,4.0,12.9,33,140.4
48.50918,13.53251,4.0,12.9,33,140.4
48.54512,13.53505,8.04,0.4,44.7,45.8
48.54512,13.53505,8.04,0.4,44.7,45.8
48.54512,13.53505,8.04,0.4,44.7,45.8
47.84336,13.51313,6.18,3.2,< LOD,158.5
47.84336,13.51313,6.18,3.2,< LOD,158.5
47.84336,13.51313,6.18,3.2,< LOD,158.5
47.84336,13.51313,6.18,3.2,< LOD,158.5
48.25674,13.5418,7.28,2.4,42.3,156
48.25674,13.5418,7.28,2.4,42.3,156
48.25674,13.5418,7.28,2.4,42.3,156
48.25674,13.5418,7.28,2.4,42.3,156
48.32862,13.54685,5.81,2,13.8,149.7
48.32862,13.54685,5.81,2,13.8,149.7
48.32862,13.54685,5.81,2,13.8,149.7
48.32862,13.54685,5.81,2,13.8,149.7
47.69697,13.58311,4.18,21,65.3,193.6
47.96658,13.60203,6.61,2.9,85.1,495.6
47.96658,13.60203,6.61,2.9,85.1,495.6
47.96658,13.60203,6.61,2.9,85.1,495.6
47.96658,13.60203,6.61,2.9,85.1,495.6
48.2712,13.65068,7.64,2.6,30.4,122.5
48.2712,13.65068,7.64,2.6,30.4,122.5
48.2712,13.65068,7.64,2.6,30.4,122.5
48.2712,13.65068,7.64,2.6,30.4,122.5
47.65838,13.66036,7.49,2.2,20.6,219.7
47.65838,13.66036,7.49,2.2,20.6,219.7
