th_lat,th_long,pH_H2O,N,P,K
45.27785,1.158484,5.58,3,12.1,104.2
45.27785,1.158484,5.58,3,12.1,104.2
45.27785,1.158484,5.58,3,12.1,104.2
45.27785,1.158484,5.58,3,12.1,104.2
45.3515,1.172313,4.9,3.6,15.7,107.9
45.3515,1.172313,4.9,3.6,15.7,107.9
45.3515,1.172313,4.9,3.6,15.7,107.9
45.3515,1.172313,4.9,3.6,15.7,107.9
45.28211,1.20911,6.17,2.2,37.3,208
45.28211,1.20911,6.17,2.2,37.3,208
45.28211,1.20911,6.17,2.2,37.3,208
45.28211,1.20911,6.17,2.2,37.3,208
45.28211,1.20911,6.17,2.2,37.3,208
44.82126,1.332827,6.42,1.3,< LOD,40.2
44.82126,1.332827,6.42,1.3,< LOD,40.2
44.82126,1.332827,6.42,1.3,< LOD,40.2
44.82126,1.332827,6.42,1.3,< LOD,40.2
45.35787,1.248356,5.03,3.3,11.7,125.6
45.35787,1.248356,5.03,3.3,11.7,125.6
45.35787,1.248356,5.03,3.3,11.7,125.6
45.35787,1.248356,5.03,3.3,11.7,125.6
45.37786,1.270863,6.39,3.9,39.6,859.9
45.37786,1.270863,6.39,3.9,39.6,859.9
45.37786,1.270863,6.39,3.9,39.6,859.9
45.37786,1.270863,6.39,3.9,39.6,859.9
45.37786,1.270863,6.39,3.9,39.6,859.9
45.80106,0.9178629,5.69,1.6,< LOD,69.7
45.80106,0.9178629,5.69,1.6,< LOD,69.7
45.80106,0.9178629,5.69,1.6,< LOD,69.7
45.80106,0.9178629,5.69,1.6,< LOD,69.7
45.80106,0.9178629,5.69,1.6,< LOD,69.7
46.2498,0.8678724,5.29,1.8,< LOD,58.3
46.2498,0.8678724,5.29,1.8,< LOD,58.3
46.2498,0.8678724,5.29,1.8,< LOD,58.3
46.2498,0.8678724,5.29,1.8,< LOD,58.3
45.80543,0.9689544,4.56,2.2,21.2,113.2
45.80543,0.9689544,4.56,2.2,21.2,113.2
45.80543,0.9689544,4.56,2.2,21.2,113.2
45.80543,0.9689544,4.56,2.2,21.2,113.2
46.25421,0.9193828,5.31,2.8,16.9,155.6
46.25421,0.9193828,5.31,2.8,16.9,155.6
46.25421,0.9193828,5.31,2.8,16.9,155.6
46.25421,0.9193828,5.31,2.8,16.9,155.6
46.25421,0.9193828,5.31,2.8,16.9,155.6
45.64895,1.046632,5.03,1.8,< LOD,88.2
45.64895,1.046632,5.03,1.8,< LOD,88.2
45.64895,1.046632,5.03,1.8,< LOD,88.2
45.64895,1.046632,5.03,1.8,< LOD,88.2
46.04205,0.9812992,5.28,2.1,< LOD,105.8
46.04205,0.9812992,5.28,2.1,< LOD,105.8
46.04205,0.9812992,5.28,2.1,< LOD,105.8
46.04205,0.9812992,5.28,2.1,< LOD,105.8
46.04205,0.9812992,5.28,2.1,< LOD,105.8
45.99063,1.015916,4.43,3.1,14.7,137.8
45.99063,1.015916,4.43,3.1,14.7,137.8
45.99063,1.015916,4.43,3.1,14.7,137.8
45.99063,1.015916,4.43,3.1,14.7,137.8
46.11786,1.020676,5.5,2.2,13.6,71.5
46.11786,1.020676,5.5,2.2,13.6,71.5
46.11786,1.020676,5.5,2.2,13.6,71.5
46.11786,1.020676,5.5,2.2,13.6,71.5
46.11786,1.020676,5.5,2.2,13.6,71.5
45.78052,1.10259,5.79,1.6,45.9,267.8
45.78052,1.10259,5.79,1.6,45.9,267.8
45.78052,1.10259,5.79,1.6,45.9,267.8
45.78052,1.10259,5.79,1.6,45.9,267.8
45.78052,1.10259,5.79,1.6,45.9,267.8
45.83414,1.093774,5.34,1.8,< LOD,95.3
45.83414,1.093774,5.34,1.8,< LOD,95.3
45.83414,1.093774,5.34,1.8,< LOD,95.3
45.83414,1.093774,5.34,1.8,< LOD,95.3
45.83414,1.093774,5.34,1.8,< LOD,95.3
45.94135,1.076075,5.47,2.8,13.2,205
45.94135,1.076075,5.47,2.8,13.2,205
45.94135,1.076075,5.47,2.8,13.2,205
45.94135,1.076075,5.47,2.8,13.2,205
46.14221,1.094804,6.0,3.1,16.6,155.1
46.14221,1.094804,6.0,3.1,16.6,155.1
46.14221,1.094804,6.0,3.1,16.6,155.1
46.14221,1.094804,6.0,3.1,16.6,155.1
46.17795,1.088861,6.28,1.7,15.6,125.9
46.17795,1.088861,6.28,1.7,15.6,125.9
46.17795,1.088861,6.28,1.7,15.6,125.9
46.17795,1.088861,6.28,1.7,15.6,125.9
46.17795,1.088861,6.28,1.7,15.6,125.9
45.86057,1.193138,5.13,6.6,49.7,304
45.86057,1.193138,5.13,6.6,49.7,304
45.86057,1.193138,5.13,6.6,49.7,304
45.86057,1.193138,5.13,6.6,49.7,304
45.86057,1.193138,5.13,6.6,49.7,304
45.791191182,1.230314357,5.89,3,14.3,234.8
45.79119,1.230314,5.89,3,14.3,234.8
45.79119,1.230314,5.89,3,14.3,234.8
45.79119,1.230314,5.89,3,14.3,234.8
45.79119,1.230314,5.89,3,14.3,234.8
46.27372,1.151273,6.22,2.3,45.1,287.9
46.27372,1.151273,6.22,2.3,45.1,287.9
46.27372,1.151273,6.22,2.3,45.1,287.9
46.27372,1.151273,6.22,2.3,45.1,287.9
46.27372,1.151273,6.22,2.3,45.1,287.9
45.543,1.296022,4.81,3.6,10.8,103
45.543,1.296022,4.81,3.6,10.8,103
45.543,1.296022,4.81,3.6,10.8,103
45.543,1.296022,4.81,3.6,10.8,103
46.06142,1.212303,4.31,4.2,59.8,115.8
46.06142,1.212303,4.31,4.2,59.8,115.8
46.06142,1.212303,4.31,4.2,59.8,115.8
46.06142,1.212303,4.31,4.2,59.8,115.8
46.3316,1.193979,5.54,3.1,23.1,171.7
46.3316,1.193979,5.54,3.1,23.1,171.7
46.3316,1.193979,5.54,3.1,23.1,171.7
46.3316,1.193979,5.54,3.1,23.1,171.7
46.1014,1.25784,5.67,1.9,51.7,104.9
46.1014,1.25784,5.67,1.9,51.7,104.9
46.1014,1.25784,5.67,1.9,51.7,104.9
46.1014,1.25784,5.67,1.9,51.7,104.9
46.1014,1.25784,5.67,1.9,51.7,104.9
46.28224,1.254384,5.72,2.1,12,164.8
46.28224,1.254384,5.72,2.1,12,164.8
46.28224,1.254384,5.72,2.1,12,164.8
46.28224,1.254384,5.72,2.1,12,164.8
46.28224,1.254384,5.72,2.1,12,164.8
45.30095,1.437012,5.52,3.9,22.6,92.1
45.30095,1.437012,5.52,3.9,22.6,92.1
45.30095,1.437012,5.52,3.9,22.6,92.1
45.30095,1.437012,5.52,3.9,22.6,92.1
45.30095,1.437012,5.52,3.9,22.6,92.1
46.18131,1.349107,4.91,1.9,17,91.9
46.18131,1.349107,4.91,1.9,17,91.9
46.18131,1.349107,4.91,1.9,17,91.9
46.18131,1.349107,4.91,1.9,17,91.9
46.18131,1.349107,4.91,1.9,17,91.9
46.00463,1.403513,4.02,4.4,64.6,132.1
46.00463,1.403513,4.02,4.4,64.6,132.1
46.00463,1.403513,4.02,4.4,64.6,132.1
46.00463,1.403513,4.02,4.4,64.6,132.1
46.13185,1.409184,6.15,4.9,32.1,118.5
46.13185,1.409184,6.15,4.9,32.1,118.5
46.13185,1.409184,6.15,4.9,32.1,118.5
46.13185,1.409184,6.15,4.9,32.1,118.5
46.13185,1.409184,6.15,4.9,32.1,118.5
46.29274,1.383314,5.7,2.4,< LOD,228.2
46.29274,1.383314,5.7,2.4,< LOD,228.2
46.29274,1.383314,5.7,2.4,< LOD,228.2
46.29274,1.383314,5.7,2.4,< LOD,228.2
46.29274,1.383314,5.7,2.4,< LOD,228.2
45.8836,1.474632,4.79,3.9,11.7,78.3
45.8836,1.474632,4.79,3.9,11.7,78.3
45.8836,1.474632,4.79,3.9,11.7,78.3
45.8836,1.474632,4.79,3.9,11.7,78.3
46.33057,1.403346,5.36,3.4,11.1,90.7
46.33057,1.403346,5.36,3.4,11.1,90.7
46.33057,1.403346,5.36,3.4,11.1,90.7
46.33057,1.403346,5.36,3.4,11.1,90.7
46.33057,1.403346,5.36,3.4,11.1,90.7
46.15594,1.483498,5.84,1.1,42.9,173.1
46.15594,1.483498,5.84,1.1,42.9,173.1
46.15594,1.483498,5.84,1.1,42.9,173.1
46.15594,1.483498,5.84,1.1,42.9,173.1
46.15594,1.483498,5.84,1.1,42.9,173.1
45.48034,1.640542,5.84,2.4,26.6,88.6
45.48034,1.640542,5.84,2.4,26.6,88.6
45.48034,1.640542,5.84,2.4,26.6,88.6
45.48034,1.640542,5.84,2.4,26.6,88.6
45.48034,1.640542,5.84,2.4,26.6,88.6
45.57182,1.652304,5.64,3.1,12.6,77.7
45.57182,1.652304,5.64,3.1,12.6,77.7
45.57182,1.652304,5.64,3.1,12.6,77.7
45.57182,1.652304,5.64,3.1,12.6,77.7
45.57182,1.652304,5.64,3.1,12.6,77.7
45.0568,1.781172,6.36,3.7,16.5,157
45.0568,1.781172,6.36,3.7,16.5,157
45.0568,1.781172,6.36,3.7,16.5,157
45.0568,1.781172,6.36,3.7,16.5,157
45.0568,1.781172,6.36,3.7,16.5,157
45.21791,1.757187,5.99,3.3,22.6,84.4
45.21791,1.757187,5.99,3.3,22.6,84.4
45.21791,1.757187,5.99,3.3,22.6,84.4
45.21791,1.757187,5.99,3.3,22.6,84.4
45.21791,1.757187,5.99,3.3,22.6,84.4
46.21981,1.603755,6.07,4,21.4,294.7
46.21981,1.603755,6.07,4,21.4,294.7
46.21981,1.603755,6.07,4,21.4,294.7
46.21981,1.603755,6.07,4,21.4,294.7
46.21981,1.603755,6.07,4,21.4,294.7
45.937673849,1.699605162,5.36,1.4,21.7,172.2
45.93767,1.699605,5.36,1.4,21.7,172.2
45.93767,1.699605,5.36,1.4,21.7,172.2
45.93767,1.699605,5.36,1.4,21.7,172.2
45.93767,1.699605,5.36,1.4,21.7,172.2
46.20799,1.683831,6.31,3.2,49.7,274.1
46.20799,1.683831,6.31,3.2,49.7,274.1
46.20799,1.683831,6.31,3.2,49.7,274.1
46.20799,1.683831,6.31,3.2,49.7,274.1
45.65539,1.794327,4.14,6.8,24.9,163.5
45.65539,1.794327,4.14,6.8,24.9,163.5
45.65539,1.794327,4.14,6.8,24.9,163.5
45.65539,1.794327,4.14,6.8,24.9,163.5
45.65539,1.794327,4.14,6.8,24.9,163.5
45.19196,1.888982,4.59,4.4,19.6,162.6
45.19196,1.888982,4.59,4.4,19.6,162.6
45.19196,1.888982,4.59,4.4,19.6,162.6
45.19196,1.888982,4.59,4.4,19.6,162.6
46.10667,1.777593,4.8,4.4,20.3,132.7
46.10667,1.777593,4.8,4.4,20.3,132.7
46.10667,1.777593,4.8,4.4,20.3,132.7
46.10667,1.777593,4.8,4.4,20.3,132.7
46.39485,1.759317,5.35,2.3,23.5,83
46.39485,1.759317,5.35,2.3,23.5,83
46.39485,1.759317,5.35,2.3,23.5,83
46.39485,1.759317,5.35,2.3,23.5,83
46.39485,1.759317,5.35,2.3,23.5,83
45.84223,1.869595,4.34,5.1,18.4,71.7
45.84223,1.869595,4.34,5.1,18.4,71.7
45.84223,1.869595,4.34,5.1,18.4,71.7
45.84223,1.869595,4.34,5.1,18.4,71.7
46.26358,1.936119,6.01,2.9,58.9,214.9
46.26358,1.936119,6.01,2.9,58.9,214.9
46.26358,1.936119,6.01,2.9,58.9,214.9
46.26358,1.936119,6.01,2.9,58.9,214.9
46.3371,1.951133,6.03,4.7,17,485
46.3371,1.951133,6.03,4.7,17,485
46.3371,1.951133,6.03,4.7,17,485
46.3371,1.951133,6.03,4.7,17,485
46.3371,1.951133,6.03,4.7,17,485
46.37677,1.997425,6.17,6.2,88.8,224.8
46.37677,1.997425,6.17,6.2,88.8,224.8
46.37677,1.997425,6.17,6.2,88.8,224.8
46.37677,1.997425,6.17,6.2,88.8,224.8
46.37677,1.997425,6.17,6.2,88.8,224.8
45.85967,2.099995,4.05,5.8,49.4,187.3
45.85967,2.099995,4.05,5.8,49.4,187.3
45.85967,2.099995,4.05,5.8,49.4,187.3
45.85967,2.099995,4.05,5.8,49.4,187.3
45.89738,2.12039,5.65,6.1,20.6,406.5
45.89738,2.12039,5.65,6.1,20.6,406.5
45.89738,2.12039,5.65,6.1,20.6,406.5
45.89738,2.12039,5.65,6.1,20.6,406.5
45.89738,2.12039,5.65,6.1,20.6,406.5
45.95866,2.215168,5.79,2.6,24.2,327.6
45.95866,2.215168,5.79,2.6,24.2,327.6
45.95866,2.215168,5.79,2.6,24.2,327.6
45.95866,2.215168,5.79,2.6,24.2,327.6
46.33458,2.16045,6.0,1.7,20.4,161.2
46.33458,2.16045,6.0,1.7,20.4,161.2
46.33458,2.16045,6.0,1.7,20.4,161.2
46.33458,2.16045,6.0,1.7,20.4,161.2
46.33458,2.16045,6.0,1.7,20.4,161.2
45.92473,2.24597,5.23,2.1,13.3,135
45.92473,2.24597,5.23,2.1,13.3,135
45.92473,2.24597,5.23,2.1,13.3,135
45.92473,2.24597,5.23,2.1,13.3,135
46.19327901,2.207178966,5.79,2.6,13.4,179.1
46.19328,2.207179,5.79,2.6,13.4,179.1
46.19328,2.207179,5.79,2.6,13.4,179.1
46.19328,2.207179,5.79,2.6,13.4,179.1
46.19328,2.207179,5.79,2.6,13.4,179.1
45.6938,2.304722,5.11,4.6,22.6,117.5
45.6938,2.304722,5.11,4.6,22.6,117.5
45.6938,2.304722,5.11,4.6,22.6,117.5
45.6938,2.304722,5.11,4.6,22.6,117.5
45.6938,2.304722,5.11,4.6,22.6,117.5
45.42696,2.367885,4.73,4.2,17.6,137.2
45.42696,2.367885,4.73,4.2,17.6,137.2
45.42696,2.367885,4.73,4.2,17.6,137.2
45.42696,2.367885,4.73,4.2,17.6,137.2
46.07171,2.276765,5.87,3.8,59.5,342.4
46.07171,2.276765,5.87,3.8,59.5,342.4
46.07171,2.276765,5.87,3.8,59.5,342.4
46.07171,2.276765,5.87,3.8,59.5,342.4
46.39395,2.230138,5.58,2.2,20.1,377.2
46.39395,2.230138,5.58,2.2,20.1,377.2
46.39395,2.230138,5.58,2.2,20.1,377.2
46.39395,2.230138,5.58,2.2,20.1,377.2
46.39395,2.230138,5.58,2.2,20.1,377.2
45.8766,2.330526,5.65,3.3,18.6,235.6
45.8766,2.330526,5.65,3.3,18.6,235.6
45.8766,2.330526,5.65,3.3,18.6,235.6
45.8766,2.330526,5.65,3.3,18.6,235.6
45.8766,2.330526,5.65,3.3,18.6,235.6
46.32609,2.292226,6.74,1.7,54.7,290.5
46.32609,2.292226,6.74,1.7,54.7,290.5
46.32609,2.292226,6.74,1.7,54.7,290.5
46.32609,2.292226,6.74,1.7,54.7,290.5
46.32609,2.292226,6.74,1.7,54.7,290.5
45.7191,2.404377,5.54,7.5,21.4,163.7
45.7191,2.404377,5.54,7.5,21.4,163.7
45.7191,2.404377,5.54,7.5,21.4,163.7
45.7191,2.404377,5.54,7.5,21.4,163.7
45.7191,2.404377,5.54,7.5,21.4,163.7
45.65292,2.490926,6.46,3.7,22,110.4
45.65292,2.490926,6.46,3.7,22,110.4
45.65292,2.490926,6.46,3.7,22,110.4
45.65292,2.490926,6.46,3.7,22,110.4
45.65292,2.490926,6.46,3.7,22,110.4
45.74249,2.478556,4.64,2.4,< LOD,111.7
45.74249,2.478556,4.64,2.4,< LOD,111.7
45.74249,2.478556,4.64,2.4,< LOD,111.7
45.74249,2.478556,4.64,2.4,< LOD,111.7
46.13653,2.423497,5.86,2.3,11,47.7
46.13653,2.423497,5.86,2.3,11,47.7
46.13653,2.423497,5.86,2.3,11,47.7
46.13653,2.423497,5.86,2.3,11,47.7
45.94135,2.476812,4.9,2.1,13.8,56.2
45.94135,2.476812,4.9,2.1,13.8,56.2
45.94135,2.476812,4.9,2.1,13.8,56.2
45.94135,2.476812,4.9,2.1,13.8,56.2
46.04882,2.461807,6.07,2.4,101.6,242.4
46.04882,2.461807,6.07,2.4,101.6,242.4
46.04882,2.461807,6.07,2.4,101.6,242.4
46.04882,2.461807,6.07,2.4,101.6,242.4
46.21,2.439155,6.23,1.7,23,451.6
46.21,2.439155,6.23,1.7,23,451.6
46.21,2.439155,6.23,1.7,23,451.6
46.21,2.439155,6.23,1.7,23,451.6
46.21,2.439155,6.23,1.7,23,451.6
46.12409,2.503244,5.73,2.5,25.2,358.8
46.12409,2.503244,5.73,2.5,25.2,358.8
46.12409,2.503244,5.73,2.5,25.2,358.8
46.12409,2.503244,5.73,2.5,25.2,358.8
46.12409,2.503244,5.73,2.5,25.2,358.8
45.96649,2.576987,5.64,5.7,25.4,167.8
45.96649,2.576987,5.64,5.7,25.4,167.8
45.96649,2.576987,5.64,5.7,25.4,167.8
45.96649,2.576987,5.64,5.7,25.4,167.8
46.24195,-1.120489,7.89,2.8,52.2,398.2
46.24195,-1.120489,7.89,2.8,52.2,398.2
46.24195,-1.120489,7.89,2.8,52.2,398.2
46.24195,-1.120489,7.89,2.8,52.2,398.2
46.24195,-1.120489,7.89,2.8,52.2,398.2
45.58636,-0.9597921,7.6,2.5,19.6,413
45.58636,-0.9597921,7.6,2.5,19.6,413
45.58636,-0.9597921,7.6,2.5,19.6,413
45.58636,-0.9597921,7.6,2.5,19.6,413
45.58636,-0.9597921,7.6,2.5,19.6,413
45.71094,-0.9850116,6.62,2.8,22.2,1598.1
45.82301,-0.9557791,6.78,1.8,18.8,48.8
45.82301,-0.9557791,6.78,1.8,18.8,48.8
45.82301,-0.9557791,6.78,1.8,18.8,48.8
45.82301,-0.9557791,6.78,1.8,18.8,48.8
46.07476,-0.9811007,7.78,3.2,21.3,513.2
46.07476,-0.9811007,7.78,3.2,21.3,513.2
46.07476,-0.9811007,7.78,3.2,21.3,513.2
46.07476,-0.9811007,7.78,3.2,21.3,513.2
46.07476,-0.9811007,7.78,3.2,21.3,513.2
46.23487,-1.014086,7.61,3.4,23,493.9
46.23487,-1.014086,7.61,3.4,23,493.9
46.23487,-1.014086,7.61,3.4,23,493.9
46.23487,-1.014086,7.61,3.4,23,493.9
45.63249,-0.8653908,7.62,2,28.3,330.8
45.63249,-0.8653908,7.62,2,28.3,330.8
45.63249,-0.8653908,7.62,2,28.3,330.8
45.63249,-0.8653908,7.62,2,28.3,330.8
45.63249,-0.8653908,7.62,2,28.3,330.8
45.82828,-0.9048015,7.23,5.3,21.4,220
45.82828,-0.9048015,7.23,5.3,21.4,220
45.82828,-0.9048015,7.23,5.3,21.4,220
45.82828,-0.9048015,7.23,5.3,21.4,220
45.82828,-0.9048015,7.23,5.3,21.4,220
45.75972,-0.864968,6.12,1.7,17.1,113.1
45.75972,-0.864968,6.12,1.7,17.1,113.1
45.75972,-0.864968,6.12,1.7,17.1,113.1
45.75972,-0.864968,6.12,1.7,17.1,113.1
45.75972,-0.864968,6.12,1.7,17.1,113.1
45.5487,-0.7968692,7.32,1.8,41.5,371.5
45.5487,-0.7968692,7.32,1.8,41.5,371.5
45.5487,-0.7968692,7.32,1.8,41.5,371.5
45.5487,-0.7968692,7.32,1.8,41.5,371.5
45.5487,-0.7968692,7.32,1.8,41.5,371.5
45.99372,-0.8861889,7.76,2.9,44.1,684
45.99372,-0.8861889,7.76,2.9,44.1,684
45.99372,-0.8861889,7.76,2.9,44.1,684
45.99372,-0.8861889,7.76,2.9,44.1,684
45.99372,-0.8861889,7.76,2.9,44.1,684
45.69634,-0.7743795,7.65,2.4,23.9,433.1
45.69634,-0.7743795,7.65,2.4,23.9,433.1
45.69634,-0.7743795,7.65,2.4,23.9,433.1
45.69634,-0.7743795,7.65,2.4,23.9,433.1
45.69634,-0.7743795,7.65,2.4,23.9,433.1
46.10574,-0.8566699,7.77,4.5,31.5,557.1
46.10574,-0.8566699,7.77,4.5,31.5,557.1
46.10574,-0.8566699,7.77,4.5,31.5,557.1
46.10574,-0.8566699,7.77,4.5,31.5,557.1
46.10574,-0.8566699,7.77,4.5,31.5,557.1
45.39877,-0.6639783,7.03,1.2,52.2,210.9
45.39877,-0.6639783,7.03,1.2,52.2,210.9
45.39877,-0.6639783,7.03,1.2,52.2,210.9
45.39877,-0.6639783,7.03,1.2,52.2,210.9
45.39877,-0.6639783,7.03,1.2,52.2,210.9
46.03978,-0.7910589,8.03,1.8,< LOD,263.8
46.03978,-0.7910589,8.03,1.8,< LOD,263.8
46.03978,-0.7910589,8.03,1.8,< LOD,263.8
46.03978,-0.7910589,8.03,1.8,< LOD,263.8
46.03978,-0.7910589,8.03,1.8,< LOD,263.8
45.36571,-0.6317427,6.47,1.3,24.6,136.6
45.36571,-0.6317427,6.47,1.3,24.6,136.6
45.36571,-0.6317427,6.47,1.3,24.6,136.6
45.36571,-0.6317427,6.47,1.3,24.6,136.6
45.36571,-0.6317427,6.47,1.3,24.6,136.6
46.00679,-0.7583177,7.99,4,50.8,447.2
46.00679,-0.7583177,7.99,4,50.8,447.2
46.00679,-0.7583177,7.99,4,50.8,447.2
46.00679,-0.7583177,7.99,4,50.8,447.2
46.00679,-0.7583177,7.99,4,50.8,447.2
45.49553,-0.6053582,7.01,1.8,16,130.3
45.49553,-0.6053582,7.01,1.8,16,130.3
45.49553,-0.6053582,7.01,1.8,16,130.3
45.49553,-0.6053582,7.01,1.8,16,130.3
45.49553,-0.6053582,7.01,1.8,16,130.3
45.66096,-0.5858342,7.85,2.2,20.3,542.9
45.66096,-0.5858342,7.85,2.2,20.3,542.9
45.66096,-0.5858342,7.85,2.2,20.3,542.9
45.66096,-0.5858342,7.85,2.2,20.3,542.9
45.66096,-0.5858342,7.85,2.2,20.3,542.9
45.69658,-0.5927953,7.75,2.3,13.6,320.2
45.69658,-0.5927953,7.75,2.3,13.6,320.2
45.69658,-0.5927953,7.75,2.3,13.6,320.2
45.69658,-0.5927953,7.75,2.3,13.6,320.2
45.69658,-0.5927953,7.75,2.3,13.6,320.2
46.14176,-0.6808161,7.73,2.9,25.2,401.3
46.14176,-0.6808161,7.73,2.9,25.2,401.3
46.14176,-0.6808161,7.73,2.9,25.2,401.3
46.14176,-0.6808161,7.73,2.9,25.2,401.3
46.14176,-0.6808161,7.73,2.9,25.2,401.3
46.9425,-0.8440907,6.93,2.5,37.2,222.5
46.9425,-0.8440907,6.93,2.5,37.2,222.5
46.9425,-0.8440907,6.93,2.5,37.2,222.5
46.9425,-0.8440907,6.93,2.5,37.2,222.5
46.9425,-0.8440907,6.93,2.5,37.2,222.5
46.0019,-0.6268635,7.77,3.8,30.2,608.2
46.0019,-0.6268635,7.77,3.8,30.2,608.2
46.0019,-0.6268635,7.77,3.8,30.2,608.2
46.0019,-0.6268635,7.77,3.8,30.2,608.2
46.0019,-0.6268635,7.77,3.8,30.2,608.2
46.16214,-0.6587207,7.79,3.1,22.5,589.5
46.16214,-0.6587207,7.79,3.1,22.5,589.5
46.16214,-0.6587207,7.79,3.1,22.5,589.5
46.16214,-0.6587207,7.79,3.1,22.5,589.5
46.16214,-0.6587207,7.79,3.1,22.5,589.5
45.55916,-0.5142616,7.82,2.6,60.7,567.2
45.55916,-0.5142616,7.82,2.6,60.7,567.2
45.55916,-0.5142616,7.82,2.6,60.7,567.2
45.55916,-0.5142616,7.82,2.6,60.7,567.2
45.55916,-0.5142616,7.82,2.6,60.7,567.2
45.36568,-0.4512589,7.84,2.4,18.7,416.3
45.36568,-0.4512589,7.84,2.4,18.7,416.3
45.36568,-0.4512589,7.84,2.4,18.7,416.3
45.36568,-0.4512589,7.84,2.4,18.7,416.3
45.36568,-0.4512589,7.84,2.4,18.7,416.3
45.45731,-0.4429782,7.35,1.6,53.5,312.8
45.45731,-0.4429782,7.35,1.6,53.5,312.8
45.45731,-0.4429782,7.35,1.6,53.5,312.8
45.45731,-0.4429782,7.35,1.6,53.5,312.8
46.25886,-0.5994218,7.9,2.3,19.4,481.8
46.25886,-0.5994218,7.9,2.3,19.4,481.8
46.25886,-0.5994218,7.9,2.3,19.4,481.8
46.25886,-0.5994218,7.9,2.3,19.4,481.8
46.25886,-0.5994218,7.9,2.3,19.4,481.8
45.35289,-0.3972755,7.78,1.5,19,228.2
45.35289,-0.3972755,7.78,1.5,19,228.2
45.35289,-0.3972755,7.78,1.5,19,228.2
45.35289,-0.3972755,7.78,1.5,19,228.2
45.35289,-0.3972755,7.78,1.5,19,228.2
45.54893,-0.4346875,7.53,1.8,24.3,609.9
45.54893,-0.4346875,7.53,1.8,24.3,609.9
45.54893,-0.4346875,7.53,1.8,24.3,609.9
45.54893,-0.4346875,7.53,1.8,24.3,609.9
45.54893,-0.4346875,7.53,1.8,24.3,609.9
45.86962,-0.4966643,7.52,4.9,29,882.5
45.86962,-0.4966643,7.52,4.9,29,882.5
45.86962,-0.4966643,7.52,4.9,29,882.5
45.86962,-0.4966643,7.52,4.9,29,882.5
45.86962,-0.4966643,7.52,4.9,29,882.5
45.694,-0.4366699,8.12,3.1,110.3,806.8
45.694,-0.4366699,8.12,3.1,110.3,806.8
45.694,-0.4366699,8.12,3.1,110.3,806.8
45.694,-0.4366699,8.12,3.1,110.3,806.8
45.694,-0.4366699,8.12,3.1,110.3,806.8
45.44701,-0.3635691,6.84,1.5,64.2,255.2
45.44701,-0.3635691,6.84,1.5,64.2,255.2
45.44701,-0.3635691,6.84,1.5,64.2,255.2
45.44701,-0.3635691,6.84,1.5,64.2,255.2
45.44701,-0.3635691,6.84,1.5,64.2,255.2
45.55395,-0.3839226,7.57,3.8,64.7,1131.7
45.55395,-0.3839226,7.57,3.8,64.7,1131.7
45.55395,-0.3839226,7.57,3.8,64.7,1131.7
45.55395,-0.3839226,7.57,3.8,64.7,1131.7
45.55395,-0.3839226,7.57,3.8,64.7,1131.7
46.15967,-0.5012393,7.51,4.3,37.1,519.9
46.15967,-0.5012393,7.51,4.3,37.1,519.9
46.15967,-0.5012393,7.51,4.3,37.1,519.9
46.15967,-0.5012393,7.51,4.3,37.1,519.9
46.24872,-0.5187808,7.95,3.2,36.1,454.5
46.24872,-0.5187808,7.95,3.2,36.1,454.5
46.24872,-0.5187808,7.95,3.2,36.1,454.5
46.24872,-0.5187808,7.95,3.2,36.1,454.5
46.24872,-0.5187808,7.95,3.2,36.1,454.5
46.40897,-0.5505459,7.68,3.1,72.2,316.9
46.40897,-0.5505459,7.68,3.1,72.2,316.9
46.40897,-0.5505459,7.68,3.1,72.2,316.9
46.40897,-0.5505459,7.68,3.1,72.2,316.9
46.40897,-0.5505459,7.68,3.1,72.2,316.9
45.48516,-0.3449886,7.96,1.7,30.1,1123.9
45.48516,-0.3449886,7.96,1.7,30.1,1123.9
45.48516,-0.3449886,7.96,1.7,30.1,1123.9
45.48516,-0.3449886,7.96,1.7,30.1,1123.9
45.48516,-0.3449886,7.96,1.7,30.1,1123.9
45.80593,-0.4063198,7.31,2.1,38.4,538.4
45.80593,-0.4063198,7.31,2.1,38.4,538.4
45.80593,-0.4063198,7.31,2.1,38.4,538.4
45.80593,-0.4063198,7.31,2.1,38.4,538.4
45.80593,-0.4063198,7.31,2.1,38.4,538.4
45.20241,-0.2660222,4.94,1.2,14.2,34.4
45.20241,-0.2660222,4.94,1.2,14.2,34.4
45.20241,-0.2660222,4.94,1.2,14.2,34.4
45.20241,-0.2660222,4.94,1.2,14.2,34.4
45.20241,-0.2660222,4.94,1.2,14.2,34.4
45.39852,-0.3028018,7.56,2.3,28,789.4
45.39852,-0.3028018,7.56,2.3,28,789.4
45.39852,-0.3028018,7.56,2.3,28,789.4
45.39852,-0.3028018,7.56,2.3,28,789.4
45.39852,-0.3028018,7.56,2.3,28,789.4
45.6837,-0.3569133,7.58,2.2,43.8,404.9
45.6837,-0.3569133,7.58,2.2,43.8,404.9
45.6837,-0.3569133,7.58,2.2,43.8,404.9
45.6837,-0.3569133,7.58,2.2,43.8,404.9
45.6837,-0.3569133,7.58,2.2,43.8,404.9
45.91535,-0.4014232,7.72,3.5,30.1,378.1
45.91535,-0.4014232,7.72,3.5,30.1,378.1
